schema,name,severity,issue,details
realtime,et_factsheet_tasks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_getfact_annotation,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_live_sessions,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_manage_comments,LOW,SELECT_STAR,3 SELECT *
realtime,et_manage_comments,LOW,MANY_REFCURSORS,7 refcursors
realtime,et_manage_history,LOW,SELECT_STAR,1 SELECT *
realtime,et_marknav_doclinks,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
realtime,et_marknav_doclinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_marknav_doclinks,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
realtime,et_marknav_doclinks,LOW,SELECT_STAR,2 SELECT *
realtime,et_marknav_doclinks,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
realtime,et_marknav_doclinks_test,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
realtime,et_marknav_doclinks_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_marknav_doclinks_test,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
realtime,et_marknav_doclinks_test,LOW,SELECT_STAR,2 SELECT *
realtime,et_marknav_doclinks_test,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
realtime,et_marknav_factlinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_marknav_history_exist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_marknav_team_user,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_marks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_marks,LOW,SELECT_STAR,1 SELECT *
realtime,et_navigate_fact_companies,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
realtime,et_navigate_fact_companies,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_fact_companies,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
realtime,et_navigate_fact_companies,LOW,SELECT_STAR,1 SELECT *
realtime,et_navigate_factlinks,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
realtime,et_navigate_factlinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_factlinks,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
realtime,et_navigate_factlist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_factlist,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
realtime,et_navigate_factlist,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
realtime,et_navigate_factlist_old,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_factlist_old,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
realtime,et_navigate_facts_bycompany,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
realtime,et_navigate_facts_bycompany,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_facts_bycompany,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
realtime,et_navigate_facts_bycompany,LOW,SELECT_STAR,2 SELECT *
realtime,et_navigate_facts_bycompany,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
realtime,et_navigate_facts_bycompany,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"19 LEFT JOIN(s), no DISTINCT — verify no row duplication"
realtime,et_navigate_facts_bycompany_old,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
realtime,et_navigate_facts_bycompany_old,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_facts_bycompany_old,LOW,SELECT_STAR,1 SELECT *
realtime,et_navigate_facts_bycompany_old,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
realtime,et_navigate_get_all,LOW,RAISE_NOTICE_DEBUG,4 statement(s)
realtime,et_navigate_get_all,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_get_all,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
realtime,et_navigate_get_all,LOW,SELECT_STAR,6 SELECT *
realtime,et_navigate_get_all,HIGH,EXECUTE_NO_USING,3 EXECUTE without USING — possible SQL injection
realtime,et_navigate_get_all,LOW,VERY_LONG_BODY,404 lines
realtime,et_navigate_get_all_backup,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
realtime,et_navigate_get_all_backup,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_get_all_backup,LOW,SELECT_STAR,1 SELECT *
realtime,et_navigate_get_all_backup,HIGH,EXECUTE_NO_USING,2 EXECUTE without USING — possible SQL injection
realtime,et_navigate_get_all_backup,LOW,VERY_LONG_BODY,362 lines
realtime,et_navigate_quick_mark,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
realtime,et_navigate_quick_mark,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_navigate_quick_mark,LOW,SELECT_STAR,1 SELECT *
realtime,et_navigate_quick_mark,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
realtime,et_realtime_get_active_session,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_realtime_handle_claim_delete,LOW,SELECT_STAR,2 SELECT *
realtime,et_realtime_handle_claim_secquence,LOW,SELECT_STAR,1 SELECT *
realtime,et_realtime_handle_issue_delete,LOW,SELECT_STAR,3 SELECT *
realtime,et_realtime_handle_issue_master,LOW,SELECT_STAR,3 SELECT *
realtime,et_realtime_handle_issue_secquence,LOW,SELECT_STAR,1 SELECT *
realtime,et_realtime_handle_qfact_claim_secquence,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
realtime,et_realtime_handle_qfact_secquence,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
realtime,et_realtime_issue_by_id,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_realtime_issuecategory,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_realtime_issuecategory,LOW,SELECT_STAR,1 SELECT *
realtime,et_realtime_issuelist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_realtime_issuelist_group,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_realtime_issuelist_group,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"5 LEFT JOIN(s), no DISTINCT — verify no row duplication"
realtime,et_realtime_sessiondata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_realtime_sessiondata,LOW,MULTIPLE_SELECT_INTO,5 SELECT INTO statements
realtime,et_realtime_sessiondata,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
realtime,et_server_builder,LOW,SELECT_STAR,2 SELECT *
realtime,et_server_builder,LOW,MANY_REFCURSORS,5 refcursors
realtime,et_servers,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_session_job,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_session_servers,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_sessiondata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_sessiondata,LOW,MULTIPLE_SELECT_INTO,5 SELECT INTO statements
realtime,et_sessiondata,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
realtime,et_sessions,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,et_sessions_builder,LOW,SELECT_STAR,2 SELECT *
realtime,et_sessions_builder,LOW,MANY_REFCURSORS,7 refcursors
realtime,et_signin,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,fact_shared_users,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,filter_marknav,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,filter_marknav,LOW,VERY_LONG_BODY,341 lines
realtime,filter_marknav,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,filter_marknav,LOW,VERY_LONG_BODY,347 lines
realtime,filter_marknav_backup,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
realtime,history_marknav,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
sym,et_dashboard_v2,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
sym,sym_largeobject,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
sym,sym_largeobject,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
sym,sym_node_disabled,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
sym,sym_node_disabled,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
sym,sym_triggers_disabled,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
sym,sym_triggers_disabled,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_convert_insert_tasks,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
task,et_elasticsearch_insert_tasks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_elasticsearch_upload_insert_tasks,LOW,SELECT_STAR,1 SELECT *
task,et_hyperlink_insert_tasks,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
task,et_hyperlink_runnings,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_ocr_insert_tasks,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
task,et_optimize_insert_tasks,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
task,et_pagination_insert_tasks,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
task,et_pagination_insert_tasks,LOW,SELECT_STAR,1 SELECT *
task,et_pagination_insert_tasks_backup,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
task,et_pagination_insert_tasks_backup,LOW,SELECT_STAR,1 SELECT *
task,et_pagination_insert_tasks_non_paginated,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
task,et_pagination_insert_tasks_non_paginated,LOW,SELECT_STAR,1 SELECT *
task,et_pagination_runnings,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_report_active_tasks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_report_category,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_report_export,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_report_remarks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_report_remarks,LOW,SELECT_STAR,1 SELECT *
task,et_report_tasks_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_report_tasks_files,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_task_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_task_detail_log_insert,LOW,SELECT_STAR,3 SELECT *
task,et_task_detail_update,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
task,et_task_update,LOW,SELECT_STAR,2 SELECT *
task,et_test_tasks,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
task,et_test_tasks,LOW,SELECT_STAR,1 SELECT *
transcript,et_get_case_combo,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_get_field_data,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_get_field_data,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
transcript,et_get_session,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_get_theme_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_get_theme_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_get_transcript_by_sesid,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_get_transcript_detail,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
transcript,et_get_transcript_detail,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
transcript,et_get_transcript_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_list_transcripts,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_teams_users,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
transcript,et_theme_builder,LOW,MANY_REFCURSORS,5 refcursors
transcript,et_theme_builder,LOW,HEAVY_JSON_PARAM_PARSING,39 parameter ->> accesses
transcript,et_transcript_insert_file,LOW,SELECT_STAR,1 SELECT *
transcript,et_transcripts_builder,LOW,HEAVY_JSON_PARAM_PARSING,38 parameter ->> accesses
upload,et_check_duplicacy,LOW,SELECT_STAR,2 SELECT *
upload,et_save_bundle,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
upload,et_save_bundle,LOW,SELECT_STAR,3 SELECT *
upload,et_save_bundledetails,LOW,MULTIPLE_SELECT_INTO,14 SELECT INTO statements
upload,et_save_bundledetails,LOW,SELECT_STAR,5 SELECT *
upload,et_upload_delete_files,LOW,SELECT_STAR,1 SELECT *
upload,et_upload_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
upload,et_upload_summary,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
