schema,name,severity,issue,details
public,et_doc_insert,LOW,MULTIPLE_SELECT_INTO,5 SELECT INTO statements
public,et_download_getdata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_download_getdata,LOW,SELECT_STAR,1 SELECT *
public,et_download_getdata,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_download_getdata_backup_210725,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_download_getdata_backup_210725,LOW,SELECT_STAR,1 SELECT *
public,et_download_getdata_backup_210725,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_download_index_data,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_download_index_data,LOW,SELECT_STAR,1 SELECT *
public,et_download_index_data,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"8 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_download_selected_files,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_download_with_linkfiles,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_download_with_linkfiles,LOW,SELECT_STAR,1 SELECT *
public,et_download_with_linkfiles_backup_210725,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_download_with_linkfiles_backup_210725,LOW,SELECT_STAR,1 SELECT *
public,et_excel_bundle_batch,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_excel_bundle_batch,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_export_fact_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_export_fact_detail,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_export_fact_detail,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"6 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_export_files,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_export_files_test,LOW,SELECT_STAR,2 SELECT *
public,et_export_get_data,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_export_grid,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_export_grid,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_export_grid,LOW,SELECT_STAR,1 SELECT *
public,et_export_grid,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_export_grid_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_export_grid_test,LOW,SELECT_STAR,1 SELECT *
public,et_export_grid_test,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_export_update_progress,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_export_update_progress,LOW,SELECT_STAR,1 SELECT *
public,et_export_update_progress_1,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_export_update_progress_1,LOW,SELECT_STAR,1 SELECT *
public,et_export_update_status,LOW,SELECT_STAR,1 SELECT *
public,et_fact_delete,LOW,SELECT_STAR,1 SELECT *
public,et_fact_get_contact,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_get_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_get_detail,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"8 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_fact_get_issue,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_get_issue_links,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_get_issue_links,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_fact_get_links,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_get_shared,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_get_task,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_get_task,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_get_task_old,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_insert,LOW,SELECT_STAR,1 SELECT *
public,et_fact_insert_issues,LOW,SELECT_STAR,1 SELECT *
public,et_fact_permissions,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_fact_permissions,LOW,SELECT_STAR,1 SELECT *
public,et_fact_task_delete,LOW,SELECT_STAR,1 SELECT *
public,et_fact_update,LOW,MULTIPLE_SELECT_INTO,8 SELECT INTO statements
public,et_fact_update,LOW,SELECT_STAR,2 SELECT *
public,et_filter_destinations_docs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_filter_docinfo,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_filter_incomming_docs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_filter_outgoing_docs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_filter_weblink,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_get_bundle_links,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_get_bundle_links,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_get_bundle_links,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_get_bundle_links,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"20 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_get_bundle_links,LOW,MANY_REFCURSORS,7 refcursors
public,et_get_file_metadata,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_get_file_metadata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_get_filedata,LOW,SELECT_STAR,1 SELECT *
public,et_get_fileids,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_get_filetypes,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_get_issue_details_grouped,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_get_ocrdata_multi,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_get_taskdetail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_get_version,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_getfact_annotation,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_getfact_annotation,LOW,SELECT_STAR,1 SELECT *
public,et_hyperlink_getdocument,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_hyperlink_getfiles,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_hyperlink_index_searchterms,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_hyperlink_searchterms,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_hyperlink_update_documents,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_hyperlink_update_documents,LOW,SELECT_STAR,2 SELECT *
public,et_hyperlink_update_documents_index,LOW,SELECT_STAR,3 SELECT *
public,et_index_fileupdate,LOW,SELECT_STAR,1 SELECT *
public,et_index_getdata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_index_getfiles_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_individual_annotations_global,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_individual_annotations_global,LOW,SELECT_STAR,1 SELECT *
public,et_individual_annotations_global,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"6 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_individual_doc_info,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_individual_doc_info,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_individual_doc_info_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_individual_prenext_id,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_individual_tabs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_insert_recent_file,LOW,SELECT_STAR,1 SELECT *
public,et_issue_colorid,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_issue_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_linkexplorer_incomming_doclinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_linkexplorer_incomming_factlinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_linkexplorer_outgoing_doclinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_linkexplorer_outgoing_factlinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_location_shared_user_from,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_location_shared_users,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_log_insert,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_log_insert,LOW,RAISE_NOTICE_DEBUG,8 statement(s)
public,et_log_insert,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_log_insert,LOW,SELECT_STAR,1 SELECT *
public,et_log_insert,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_log_insert,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_log_insert,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_log_insert,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_log_insert,LOW,DYNAMIC_SQL,1 EXECUTE w/ USING
public,et_navigate_bundletabs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_bundletags,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_checkdata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_checkdata,LOW,SELECT_STAR,9 SELECT *
public,et_navigate_checkdata,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"17 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_navigate_doclist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_doclist,LOW,SELECT_STAR,1 SELECT *
public,et_navigate_doclist,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_navigate_fact_companies,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_fact_companies,LOW,SELECT_STAR,1 SELECT *
public,et_navigate_factlinks,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_navigate_factlinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_factlinks,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_navigate_factlist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_factlist,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_navigate_facts_bycompany,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_facts_bycompany,LOW,SELECT_STAR,1 SELECT *
public,et_navigate_facts_bycompany,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_navigate_get_all,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_navigate_get_all,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_get_all,LOW,SELECT_STAR,1 SELECT *
public,et_navigate_get_all,HIGH,EXECUTE_NO_USING,4 EXECUTE without USING — possible SQL injection
public,et_navigate_get_all,LOW,VERY_LONG_BODY,350 lines
public,et_navigate_get_all_links,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_get_all_links,LOW,SELECT_STAR,1 SELECT *
public,et_navigate_get_all_links,HIGH,EXECUTE_NO_USING,2 EXECUTE without USING — possible SQL injection
public,et_navigate_get_all_test,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_navigate_get_all_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_get_all_test,LOW,SELECT_STAR,1 SELECT *
public,et_navigate_get_all_test,HIGH,EXECUTE_NO_USING,4 EXECUTE without USING — possible SQL injection
public,et_navigate_get_all_test,LOW,VERY_LONG_BODY,347 lines
public,et_navigate_shared_users,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_task_facts,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_task_facts,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_navigate_task_files,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_weblinks,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_navigate_weblinks,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_notification_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_notification_list,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"7 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_notifications_caseusers,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_ocr_data,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_ocr_filelist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_ocr_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_ocr_update,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_ocr_update,LOW,RAISE_NOTICE_DEBUG,4 statement(s)
public,et_pagination_generate_prefix,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
public,et_pagination_generate_prefix,LOW,MULTIPLE_SELECT_INTO,6 SELECT INTO statements
public,et_pagination_generatedata,LOW,RAISE_NOTICE_DEBUG,5 statement(s)
public,et_pagination_generatedata,LOW,MULTIPLE_SELECT_INTO,8 SELECT INTO statements
public,et_pagination_generatedata,LOW,SELECT_STAR,2 SELECT *
public,et_pagination_getdata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_pagination_nonpaginate_filedata,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_pagination_update_progress,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
public,et_pagination_update_progress,LOW,SELECT_STAR,1 SELECT *
public,et_pm_get_case_permission,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_pm_get_quota,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_pm_get_user_permission,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_pm_reset_permission,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_pm_role_modules,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_pm_rolepermission,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_pm_update_modules,LOW,SELECT_STAR,3 SELECT *
public,et_pm_update_quota,LOW,SELECT_STAR,1 SELECT *
public,et_pm_user_modules,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_pm_userpermission,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_preview_document_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_preview_document_list,LOW,MULTIPLE_SELECT_INTO,6 SELECT INTO statements
public,et_preview_document_list,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"5 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_preview_document_list_1,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_preview_document_list_1,LOW,MULTIPLE_SELECT_INTO,8 SELECT INTO statements
public,et_preview_document_list_1,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"13 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_preview_document_list_2,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_preview_document_list_2,LOW,MULTIPLE_SELECT_INTO,8 SELECT INTO statements
public,et_preview_document_list_2,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"10 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_realtime_annots_by_pageno,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_assignedusers,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_assignment,LOW,SELECT_STAR,1 SELECT *
public,et_realtime_case_all_tabs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_caselist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_combo_sessionlist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_connection_servers,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_coremaster_data,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_demo_issues_delete,LOW,SELECT_STAR,1 SELECT *
public,et_realtime_docinfo_by_tab,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_ensure_unassigned_issue,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_realtime_export_annotations_summary,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_realtime_export_annotations_summary,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_export_annotations_summary,LOW,SELECT_STAR,1 SELECT *
public,et_realtime_export_annotations_summary,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"5 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_realtime_export_annotations_summary_test,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_realtime_export_annotations_summary_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_export_annotations_summary_test,LOW,SELECT_STAR,1 SELECT *
public,et_realtime_export_annotations_summary_test,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"5 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_realtime_export_logs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_export_othercasedetail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_filter_last_issue,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_get_annotation_by_session,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_get_annotation_by_session_1,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_get_annotation_by_session_test_2,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_get_annotation_by_session_v2,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_get_connectivitylogs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_get_connectivitylogs,LOW,SELECT_STAR,1 SELECT *
public,et_realtime_get_export_annotations,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_get_export_annotations,LOW,SELECT_STAR,1 SELECT *
public,et_realtime_get_highlightlist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_realtime_get_issue_annot,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
